Yıl,Tarih,USD ALIŞ,USD SATIŞ,EUR ALIŞ,EUR SATIŞ,GBP ALIŞ,GBP SATIŞ
2019,2019-01-17,5.4037,5.4134,6.1605,6.1716,6.9369,6.973
2019,2019-01-18,5.3563,5.3659,6.103,6.114,6.8845,6.9204
2019,2019-01-19,,,,,,
2019,2019-01-20,,,,,,
2019,2019-01-21,5.3429,5.3526,6.0908,6.1018,6.9066,6.9426
2019,2019-01-22,5.3369,5.3465,6.0714,6.0823,6.8515,6.8872
2019,2019-01-23,5.3454,5.3551,6.0716,6.0826,6.8801,6.916
2019,2019-01-24,5.3142,5.3238,6.0386,6.0495,6.8894,6.9253
2019,2019-01-25,5.274,5.2835,5.9905,6.0013,6.8675,6.9033
2019,2019-01-26,,,,,,
2019,2019-01-27,,,,,,
2019,2019-01-28,5.2641,5.2736,5.9654,5.9761,6.88,6.9159
2019,2019-01-29,5.2763,5.2858,6.019,6.0299,6.9342,6.9703
2019,2019-01-30,5.3339,5.3436,6.101,6.112,7.0069,7.0435
2019,2019-01-31,5.2781,5.2876,6.0339,6.0447,6.9005,6.9364
2019,2019-02-01,5.2109,5.2203,5.9871,5.9979,6.8298,6.8654
2019,2019-02-02,,,,,,
2019,2019-02-03,,,,,,
2019,2019-02-04,5.1945,5.2038,5.9515,5.9622,6.7833,6.8186
2019,2019-02-05,5.2194,5.2288,5.9743,5.9851,6.8093,6.8448
2019,2019-02-06,5.1979,5.2073,5.9371,5.9477,6.7603,6.7956
2019,2019-02-07,5.2089,5.2183,5.9328,5.9435,6.7367,6.7718
2019,2019-02-08,5.2407,5.2502,5.9468,5.9575,6.7543,6.7895
2019,2019-02-09,,,,,,
2019,2019-02-10,,,,,,
2019,2019-02-11,5.2438,5.2532,5.9447,5.9554,6.7775,6.8129
2019,2019-02-12,5.2556,5.2651,5.946,5.9567,6.7754,6.8107
2019,2019-02-13,5.2638,5.2733,5.9377,5.9484,6.7561,6.7913
2019,2019-02-14,5.2429,5.2523,5.9374,5.9481,6.7552,6.7904
2019,2019-02-15,5.2867,5.2962,5.9591,5.9699,6.7763,6.8116
2019,2019-02-16,,,,,,
2019,2019-02-17,,,,,,
2019,2019-02-18,5.2601,5.2696,5.9335,5.9442,6.7268,6.7618
2019,2019-02-19,5.2922,5.3018,5.9886,5.9994,6.8256,6.8612
2019,2019-02-20,5.3052,5.3147,5.9958,6.0066,6.8408,6.8765
2019,2019-02-21,5.2964,5.3059,6.0072,6.018,6.8926,6.9286
2019,2019-02-22,5.3141,5.3236,6.0263,6.0371,6.9272,6.9633
2019,2019-02-23,,,,,,
2019,2019-02-24,,,,,,
2019,2019-02-25,5.3168,5.3264,6.0318,6.0427,6.9147,6.9508
2019,2019-02-26,5.3058,5.3154,6.0244,6.0353,6.9264,6.9625
2019,2019-02-27,5.2949,5.3044,6.0141,6.025,6.9628,6.9991
2019,2019-02-28,5.2905,5.3,6.0257,6.0366,7.0133,7.0499
2019,2019-03-01,5.3177,5.3273,6.0576,6.0685,7.0601,7.0969
2019,2019-03-02,,,,,,
2019,2019-03-03,,,,,,
2019,2019-03-04,5.3442,5.3538,6.0762,6.0871,7.0659,7.1027
2019,2019-03-05,5.3781,5.3878,6.1024,6.1134,7.1012,7.1382
2019,2019-03-06,5.3671,5.3767,6.0803,6.0913,7.0576,7.0944
2019,2019-03-07,5.379,5.3887,6.08,6.0909,7.0579,7.0947
2019,2019-03-08,5.4309,5.4407,6.1419,6.1529,7.1359,7.1731
2019,2019-03-09,,,,,,
2019,2019-03-10,,,,,,
2019,2019-03-11,5.4544,5.4642,6.1157,6.1267,7.126,7.1631
2019,2019-03-12,5.4345,5.4443,6.1114,6.1224,7.0515,7.0883
2019,2019-03-13,5.4359,5.4457,6.1249,6.136,7.1515,7.1887
2019,2019-03-14,5.4523,5.4621,6.1567,6.1678,7.1527,7.19
2019,2019-03-15,5.4617,5.4716,6.18,6.1912,7.2311,7.2688
2019,2019-03-16,,,,,,
2019,2019-03-17,,,,,,
2019,2019-03-18,5.4564,5.4662,6.1776,6.1887,7.2171,7.2547
2019,2019-03-19,5.4544,5.4643,6.1905,6.2016,7.2245,7.2622
2019,2019-03-20,5.4642,5.4741,6.2034,6.2146,7.242,7.2797
2019,2019-03-21,5.47,5.4799,6.2082,6.2194,7.226,7.2637
2019,2019-03-22,5.4392,5.449,6.2032,6.2143,7.1484,7.1857
2019,2019-03-23,,,,,,
2019,2019-03-24,,,,,,
2019,2019-03-25,5.5274,5.5373,6.263,6.2743,7.2457,7.2835
2019,2019-03-26,5.6458,5.6559,6.3858,6.3973,7.4321,7.4708
2019,2019-03-27,5.4945,5.5044,6.2162,6.2274,7.2467,7.2845
2019,2019-03-28,5.3307,5.3403,6.0091,6.0199,7.0259,7.0625
2019,2019-03-29,5.5423,5.5523,6.2335,6.2448,7.278,7.316
2019,2019-03-30,,,,,,
2019,2019-03-31,,,,,,
2019,2019-04-01,5.6284,5.6386,6.3188,6.3302,7.3354,7.3736
2019,2019-04-02,5.5986,5.6086,6.2906,6.302,7.3163,7.3544
2019,2019-04-03,5.5569,5.5669,6.2242,6.2354,7.2369,7.2746
2019,2019-04-04,5.6067,5.6168,6.3022,6.3135,7.3753,7.4138
2019,2019-04-05,5.6291,5.6392,6.3225,6.3338,7.3968,7.4354
2019,2019-04-06,,,,,,
2019,2019-04-07,,,,,,
2019,2019-04-08,5.5923,5.6024,6.2797,6.291,7.3027,7.3407
2019,2019-04-09,5.6671,5.6774,6.3682,6.3796,7.3863,7.4248
2019,2019-04-10,5.6576,5.6678,6.3775,6.389,7.389,7.4275
2019,2019-04-11,5.6727,5.6829,6.3946,6.4061,7.405,7.4436
2019,2019-04-12,5.7112,5.7215,6.441,6.4526,7.4621,7.501
2019,2019-04-13,,,,,,
2019,2019-04-14,,,,,,
2019,2019-04-15,5.7827,5.7931,6.5359,6.5477,7.547,7.5863
2019,2019-04-16,5.7852,5.7956,6.5449,6.5567,7.5655,7.6049
2019,2019-04-17,5.7892,5.7996,6.5442,6.556,7.5635,7.6029
2019,2019-04-18,5.7427,5.7531,6.4952,6.5069,7.4799,7.5189
2019,2019-04-19,5.8094,5.8199,6.5445,6.5563,7.5517,7.591
2019,2019-04-20,,,,,,
2019,2019-04-21,,,,,,
2019,2019-04-22,5.7921,5.8025,6.5133,6.525,7.5178,7.557
2019,2019-04-23,,,,,,
2019,2019-04-24,5.8253,5.8358,6.5519,6.5637,7.5552,7.5946
2019,2019-04-25,5.8598,5.8703,6.5706,6.5824,7.5675,7.607
2019,2019-04-26,5.8927,5.9033,6.5652,6.5771,7.58,7.6195
2019,2019-04-27,,,,,,
2019,2019-04-28,,,,,,
2019,2019-04-29,5.9233,5.934,6.5981,6.61,7.6323,7.6721
2019,2019-04-30,5.9282,5.9389,6.6151,6.627,7.6541,7.694
2019,2019-05-01,,,,,,
2019,2019-05-02,5.9563,5.9671,6.673,6.6851,7.7176,7.7579
2019,2019-05-03,5.9571,5.9679,6.6744,6.6864,7.7645,7.805
2019,2019-05-04,,,,,,
2019,2019-05-05,,,,,,
2019,2019-05-06,5.9602,5.9709,6.6512,6.6632,7.7402,7.7806
2019,2019-05-07,5.9915,6.0023,6.7057,6.7178,7.8415,7.8823
2019,2019-05-08,6.1475,6.1586,6.8838,6.8962,8.0357,8.0776
2019,2019-05-09,6.1607,6.1718,6.9019,6.9143,8.0152,8.057
2019,2019-05-10,6.2026,6.2138,6.9419,6.9544,8.0493,8.0913
2019,2019-05-11,,,,,,
2019,2019-05-12,,,,,,
2019,2019-05-13,6.1129,6.1239,6.8651,6.8775,7.9393,7.9807
2019,2019-05-14,6.0827,6.0936,6.8324,6.8447,7.9033,7.9445
2019,2019-05-15,6.0438,6.0547,6.7902,6.8025,7.8107,7.8515
2019,2019-05-16,6.0529,6.0638,6.7805,6.7927,7.7988,7.8395
2019,2019-05-17,5.9999,6.0107,6.7256,6.7378,7.6842,7.7242
2019,2019-05-18,,,,,,
2019,2019-05-19,,,,,,
2019,2019-05-20,6.0463,6.0572,6.7549,6.767,7.7076,7.7478
2019,2019-05-21,6.04,6.0509,6.7391,6.7513,7.6838,7.7239
2019,2019-05-22,6.0425,6.0534,6.7369,6.749,7.66,7.6999
2019,2019-05-23,6.0762,6.0872,6.7819,6.7941,7.6841,7.7242
2019,2019-05-24,6.1252,6.1362,6.8227,6.835,7.7226,7.7628
2019,2019-05-25,,,,,,
2019,2019-05-26,,,,,,
2019,2019-05-27,6.0656,6.0766,6.7864,6.7986,7.6801,7.7202
2019,2019-05-28,6.046,6.0569,6.7692,6.7813,7.67,7.71
2019,2019-05-29,6.0392,6.0501,6.7576,6.7698,7.6386,7.6784
2019,2019-05-30,6.0152,6.0261,6.7101,6.7221,7.5923,7.6319
2019,2019-05-31,5.9235,5.9342,6.5966,6.6084,7.4686,7.5076
2019,2019-06-01,,,,,,
2019,2019-06-02,,,,,,
2019,2019-06-03,5.8613,5.8718,6.532,6.5438,7.3696,7.408
2019,2019-06-04,,,,,,
2019,2019-06-05,,,,,,
2019,2019-06-06,,,,,,
2019,2019-06-07,5.8613,5.8718,6.532,6.5438,7.3696,7.408
2019,2019-06-08,,,,,,
2019,2019-06-09,,,,,,
2019,2019-06-10,5.8354,5.846,6.5729,6.5847,7.4054,7.444
2019,2019-06-11,5.807,5.8174,6.5631,6.575,7.3555,7.3938
2019,2019-06-12,5.7791,5.7895,6.5392,6.551,7.3255,7.3637
2019,2019-06-13,5.7997,5.8101,6.5709,6.5827,7.3752,7.4136
2019,2019-06-14,5.8264,5.8369,6.5793,6.5912,7.3732,7.4117
2019,2019-06-15,,,,,,
2019,2019-06-16,,,,,,
2019,2019-06-17,5.8826,5.8932,6.6316,6.6436,7.4322,7.4709
2019,2019-06-18,5.8704,5.881,6.5845,6.5964,7.3768,7.4152
2019,2019-06-19,5.841,5.8515,6.5465,6.5583,7.3076,7.3457
2019,2019-06-20,5.8518,5.8624,6.5549,6.5667,7.3431,7.3814
2019,2019-06-21,5.7311,5.7414,6.4742,6.4859,7.2724,7.3104
2019,2019-06-22,,,,,,
2019,2019-06-23,,,,,,
2019,2019-06-24,5.7915,5.802,6.547,6.5588,7.3286,7.3668
2019,2019-06-25,5.7444,5.7547,6.5409,6.5526,7.3077,7.3458
2019,2019-06-26,5.7904,5.8008,6.5935,6.6054,7.3745,7.4129
2019,2019-06-27,5.763,5.7734,6.5476,6.5594,7.2939,7.3319
2019,2019-06-28,5.7665,5.7769,6.5571,6.5689,7.3114,7.3496
2019,2019-06-29,,,,,,
2019,2019-06-30,,,,,,
2019,2019-07-01,5.7551,5.7654,6.5507,6.5625,7.2855,7.3235
2019,2019-07-02,5.6792,5.6895,6.4353,6.4469,7.1721,7.2095
2019,2019-07-03,5.6669,5.6772,6.4013,6.4129,7.1428,7.1801
2019,2019-07-04,5.6292,5.6394,6.3544,6.3659,7.0659,7.1028
2019,2019-07-05,5.5934,5.6035,6.3117,6.323,7.0226,7.0592
2019,2019-07-06,,,,,,
2019,2019-07-07,,,,,,
2019,2019-07-08,5.6007,5.6108,6.309,6.3204,7.0208,7.0574
2019,2019-07-09,5.7227,5.733,6.4235,6.4351,7.1559,7.1932
2019,2019-07-10,5.7122,5.7225,6.3998,6.4113,7.1105,7.1476
2019,2019-07-11,5.7381,5.7485,6.4369,6.4485,7.1433,7.1806
2019,2019-07-12,5.6665,5.6767,6.3877,6.3992,7.0947,7.1316
2019,2019-07-13,,,,,,
2019,2019-07-14,,,,,,
2019,2019-07-15,,,,,,
2019,2019-07-16,5.6916,5.7019,6.4088,6.4203,7.1238,7.1609
2019,2019-07-17,5.7027,5.713,6.4086,6.4202,7.0907,7.1277
2019,2019-07-18,5.6929,5.7031,6.383,6.3945,7.048,7.0848
2019,2019-07-19,5.6912,5.7014,6.3913,6.4028,7.0845,7.1215
2019,2019-07-20,,,,,,
2019,2019-07-21,,,,,,
2019,2019-07-22,5.6316,5.6417,6.334,6.3454,7.0434,7.0801
2019,2019-07-23,5.6684,5.6786,6.3586,6.3701,7.0592,7.096
2019,2019-07-24,5.6784,5.6886,6.3499,6.3614,7.0559,7.0927
2019,2019-07-25,5.7135,5.7238,6.3671,6.3786,7.115,7.1521
2019,2019-07-26,5.6991,5.7093,6.3422,6.3536,7.1012,7.1382
2019,2019-07-27,,,,,,
2019,2019-07-28,,,,,,
2019,2019-07-29,5.6564,5.6665,6.2997,6.311,7.0206,7.0572
2019,2019-07-30,5.6272,5.6373,6.2586,6.2699,6.9264,6.9625
2019,2019-07-31,5.5709,5.581,6.2088,6.2199,6.7681,6.8033
2019,2019-08-01,5.5227,5.5326,6.1574,6.1684,6.7071,6.742
2019,2019-08-02,5.5815,5.5916,6.1609,6.172,6.7481,6.7832
2019,2019-08-03,,,,,,
2019,2019-08-04,,,,,,
2019,2019-08-05,5.5809,5.591,6.1942,6.2054,6.7527,6.7879
2019,2019-08-06,5.556,5.566,6.1947,6.2059,6.7324,6.7675
2019,2019-08-07,5.5315,5.5415,6.1959,6.207,6.7272,6.7623
2019,2019-08-08,5.4858,5.4957,6.1393,6.1504,6.6519,6.6866
2019,2019-08-09,5.4744,5.4842,6.1349,6.1459,6.6443,6.6789
2019,2019-08-10,,,,,,
2019,2019-08-11,,,,,,
2019,2019-08-12,,,,,,
2019,2019-08-13,,,,,,
2019,2019-08-14,,,,,,
2019,2019-08-15,5.4809,5.4907,6.1367,6.1478,6.6256,6.6601
2019,2019-08-16,5.5714,5.5814,6.2122,6.2234,6.7262,6.7613
2019,2019-08-17,,,,,,
2019,2019-08-18,,,,,,
2019,2019-08-19,5.5398,5.5497,6.1414,6.1524,6.7168,6.7518
2019,2019-08-20,5.5775,5.5875,6.1922,6.2033,6.754,6.7892
2019,2019-08-21,5.7046,5.7149,6.3197,6.3311,6.8856,6.9215
2019,2019-08-22,5.7096,5.7199,6.3359,6.3473,6.9157,6.9518
2019,2019-08-23,5.7478,5.7581,6.3723,6.3838,6.9647,7.0011
2019,2019-08-24,,,,,,
2019,2019-08-25,,,,,,
2019,2019-08-26,5.7538,5.7642,6.3654,6.3769,7.0138,7.0504
2019,2019-08-27,5.8029,5.8133,6.4532,6.4648,7.0953,7.1323
2019,2019-08-28,5.8257,5.8362,6.4707,6.4824,7.1257,7.1628
2019,2019-08-29,5.7994,5.8098,6.4315,6.4431,7.076,7.1129
2019,2019-08-30,,,,,,
2019,2019-08-31,,,,,,
2019,2019-09-01,,,,,,
2019,2019-09-02,5.814,5.8245,6.4407,6.4523,7.0805,7.1174
2019,2019-09-03,5.8044,5.8149,6.3687,6.3802,7.0128,7.0494
2019,2019-09-04,5.7726,5.783,6.316,6.3273,6.9159,6.952
2019,2019-09-05,5.6656,5.6758,6.2352,6.2464,6.8838,6.9197
2019,2019-09-06,5.6746,5.6848,6.267,6.2783,6.9595,6.9958
2019,2019-09-07,,,,,,
2019,2019-09-08,,,,,,
2019,2019-09-09,5.6932,5.7035,6.2824,6.2937,6.994,7.0305
2019,2019-09-10,5.7215,5.7318,6.3123,6.3237,7.0386,7.0753
2019,2019-09-11,5.7568,5.7671,6.3569,6.3683,7.0884,7.1254
2019,2019-09-12,5.7711,5.7815,6.3611,6.3725,7.1188,7.1559
2019,2019-09-13,5.7283,5.7387,6.3087,6.32,7.0482,7.0849
2019,2019-09-14,,,,,,
2019,2019-09-15,,,,,,
2019,2019-09-16,5.6665,5.6767,6.2876,6.2989,7.0349,7.0715
2019,2019-09-17,5.7125,5.7228,6.3154,6.3268,7.0987,7.1357
2019,2019-09-18,5.7227,5.733,6.3038,6.3152,7.0881,7.1251
2019,2019-09-19,5.6785,5.6888,6.2747,6.286,7.0665,7.1033
2019,2019-09-20,5.6917,5.702,6.2941,6.3055,7.087,7.1239
2019,2019-09-21,,,,,,
2019,2019-09-22,,,,,,
2019,2019-09-23,5.6889,5.6991,6.2847,6.296,7.1166,7.1537
2019,2019-09-24,5.7183,5.7286,6.2819,6.2932,7.0991,7.1361
2019,2019-09-25,5.6743,5.6845,6.2381,6.2493,7.0481,7.0848
2019,2019-09-26,5.6882,5.6984,6.2544,6.2656,7.0589,7.0957
2019,2019-09-27,5.6659,5.6761,6.1982,6.2093,6.9793,7.0157
2019,2019-09-28,,,,,,
2019,2019-09-29,,,,,,
2019,2019-09-30,5.6591,5.6693,6.1836,6.1947,6.9487,6.9849
2019,2019-10-01,5.6437,5.6539,6.1671,6.1783,6.9335,6.9696
2019,2019-10-02,5.6752,5.6855,6.1817,6.1928,6.9606,6.9969
2019,2019-10-03,5.728,5.7383,6.2547,6.266,7.0092,7.0457
2019,2019-10-04,5.6854,5.6956,6.2265,6.2377,6.9785,7.0149
2019,2019-10-05,,,,,,
2019,2019-10-06,,,,,,
2019,2019-10-07,5.6894,5.6997,6.2454,6.2567,7.0066,7.0431
2019,2019-10-08,5.7343,5.7446,6.294,6.3053,7.0484,7.0851
2019,2019-10-09,5.816,5.8265,6.3897,6.4012,7.1149,7.1519
2019,2019-10-10,5.8276,5.8381,6.3974,6.4089,7.1119,7.149
2019,2019-10-11,5.8704,5.881,6.4694,6.481,7.1727,7.21
2019,2019-10-12,,,,,,
2019,2019-10-13,,,,,,
2019,2019-10-14,5.8417,5.8522,6.4405,6.4521,7.3011,7.3392
2019,2019-10-15,5.9103,5.9209,6.5174,6.5291,7.4125,7.4511
2019,2019-10-16,5.8881,5.8987,6.4888,6.5005,7.4335,7.4723
2019,2019-10-17,5.8915,5.9021,6.5012,6.5129,7.4948,7.5339
2019,2019-10-18,5.8806,5.8912,6.5255,6.5373,7.5352,7.5745
2019,2019-10-19,,,,,,
2019,2019-10-20,,,,,,
2019,2019-10-21,5.769,5.7794,6.4202,6.4318,7.4219,7.4606
2019,2019-10-22,5.8124,5.8228,6.4894,6.5011,7.5271,7.5663
2019,2019-10-23,5.8303,5.8408,6.4969,6.5086,7.5349,7.5742
2019,2019-10-24,5.7712,5.7816,6.4158,6.4274,7.41,7.4486
2019,2019-10-25,5.7417,5.752,6.392,6.4036,7.3942,7.4328
2019,2019-10-26,,,,,,
2019,2019-10-27,,,,,,
2019,2019-10-28,5.7584,5.7688,6.3996,6.4111,7.3801,7.4185
2019,2019-10-29,,,,,,
2019,2019-10-30,5.7584,5.7688,6.3996,6.4111,7.3801,7.4185
2019,2019-10-31,5.7363,5.7466,6.3772,6.3887,7.3803,7.4188
2019,2019-11-01,5.7083,5.7186,6.3715,6.383,7.3761,7.4146
2019,2019-11-02,,,,,,
2019,2019-11-03,,,,,,
2019,2019-11-04,5.7188,5.7291,6.3803,6.3918,7.3988,7.4374
2019,2019-11-05,5.6832,5.6934,6.3458,6.3573,7.3341,7.3724
2019,2019-11-06,5.7282,5.7386,6.374,6.3855,7.3743,7.4128
2019,2019-11-07,5.748,5.7584,6.3714,6.3829,7.3942,7.4328
2019,2019-11-08,5.7366,5.747,6.3547,6.3662,7.3647,7.4031
2019,2019-11-09,,,,,,
2019,2019-11-10,,,,,,
2019,2019-11-11,5.7429,5.7532,6.3412,6.3526,7.3445,7.3828
2019,2019-11-12,5.7704,5.7808,6.3641,6.3756,7.3795,7.418
2019,2019-11-13,5.7665,5.7769,6.3586,6.3701,7.3917,7.4302
2019,2019-11-14,5.7573,5.7676,6.3395,6.3509,7.3847,7.4232
2019,2019-11-15,5.757,5.7674,6.333,6.3444,7.3816,7.4201
2019,2019-11-16,,,,,,
2019,2019-11-17,,,,,,
2019,2019-11-18,5.747,5.7573,6.3352,6.3466,7.3881,7.4267
2019,2019-11-19,5.7303,5.7407,6.3378,6.3492,7.4083,7.4469
2019,2019-11-20,5.7153,5.7256,6.3279,6.3393,7.3888,7.4273
2019,2019-11-21,5.6964,5.7066,6.3027,6.3141,7.3388,7.3771
2019,2019-11-22,5.6896,5.6998,6.3047,6.3161,7.3497,7.388
2019,2019-11-23,,,,,,
2019,2019-11-24,,,,,,
2019,2019-11-25,5.6919,5.7021,6.2979,6.3093,7.3288,7.367
2019,2019-11-26,5.7191,5.7294,6.3026,6.3139,7.3501,7.3884
2019,2019-11-27,5.7383,5.7486,6.3214,6.3327,7.3753,7.4138
2019,2019-11-28,5.7528,5.7632,6.333,6.3444,7.3862,7.4247
2019,2019-11-29,5.7579,5.7682,6.3396,6.3511,7.4361,7.4748
2019,2019-11-30,,,,,,
2019,2019-12-01,,,,,,
2019,2019-12-02,5.7403,5.7507,6.3175,6.3289,7.3943,7.4328
2019,2019-12-03,5.7426,5.7529,6.3246,6.336,7.4027,7.4413
2019,2019-12-04,5.7365,5.7468,6.3552,6.3666,7.432,7.4708
2019,2019-12-05,5.736,5.7463,6.3529,6.3643,7.4632,7.5021
2019,2019-12-06,5.7488,5.7591,6.3738,6.3853,7.5361,7.5754
2019,2019-12-07,,,,,,
2019,2019-12-08,,,,,,
2019,2019-12-09,5.7479,5.7582,6.3805,6.392,7.5397,7.579
2019,2019-12-10,5.7905,5.801,6.4083,6.4199,7.6108,7.6505
2019,2019-12-11,5.7987,5.8092,6.4218,6.4333,7.6191,7.6588
2019,2019-12-12,5.7982,5.8086,6.4267,6.4383,7.6047,7.6443
2019,2019-12-13,5.7875,5.798,6.4434,6.455,7.6268,7.6665
2019,2019-12-14,,,,,,
2019,2019-12-15,,,,,,
2019,2019-12-16,5.7726,5.783,6.4503,6.4619,7.7284,7.7687
2019,2019-12-17,5.8344,5.8449,6.4993,6.511,7.7898,7.8304
2019,2019-12-18,5.8558,5.8664,6.529,6.5408,7.7292,7.7695
2019,2019-12-19,5.8991,5.9097,6.5671,6.5789,7.717,7.7572
2019,2019-12-20,5.9252,5.9359,6.5963,6.6081,7.7465,7.7869
2019,2019-12-21,,,,,,
2019,2019-12-22,,,,,,
2019,2019-12-23,5.9115,5.9222,6.5704,6.5823,7.6902,7.7303
2019,2019-12-24,5.9291,5.9398,6.5714,6.5832,7.6979,7.7381
2019,2019-12-25,5.9364,5.9471,6.5773,6.5892,7.6664,7.7064
2019,2019-12-26,5.9293,5.94,6.5755,6.5874,7.6773,7.7173
2019,2019-12-27,5.9302,5.9409,6.5759,6.5878,7.6854,7.7255
2019,2019-12-28,,,,,,
2019,2019-12-29,,,,,,
2019,2019-12-30,5.937,5.9477,6.6117,6.6236,7.7375,7.7778
2019,2019-12-31,5.9402,5.9509,6.6506,6.6625,7.7765,7.8171
2020,2020-01-01,,,,,,
2020,2020-01-02,5.94,5.9507,6.6621,6.6741,7.8013,7.842
2020,2020-01-03,5.9478,5.9585,6.663,6.675,7.8464,7.8873
2020,2020-01-04,,,,,,
2020,2020-01-05,,,,,,
2020,2020-01-06,5.9627,5.9734,6.6464,6.6584,7.79,7.8306
2020,2020-01-07,5.9658,5.9766,6.6718,6.6838,7.8134,7.8542
2020,2020-01-08,5.9594,5.9701,6.6628,6.6748,7.8303,7.8711
2020,2020-01-09,5.9571,5.9679,6.6355,6.6474,7.8106,7.8513
2020,2020-01-10,5.881,5.8916,6.5336,6.5454,7.6719,7.7119
2020,2020-01-11,,,,,,
2020,2020-01-12,,,,,,
2020,2020-01-13,5.8713,5.8819,6.517,6.5288,7.6595,7.6994
2020,2020-01-14,5.8529,5.8635,6.5096,6.5213,7.5913,7.6309
2020,2020-01-15,5.8811,5.8917,6.5495,6.5613,7.6222,7.662
2020,2020-01-16,5.8827,5.8933,6.5504,6.5622,7.6428,7.6827
2020,2020-01-17,5.8684,5.879,6.5458,6.5576,7.6458,7.6857
2020,2020-01-18,,,,,,
2020,2020-01-19,,,,,,
2020,2020-01-20,5.8564,5.867,6.5172,6.5289,7.6396,7.6794
2020,2020-01-21,5.8979,5.9085,6.5412,6.553,7.6458,7.6856
2020,2020-01-22,5.9191,5.9297,6.568,6.5798,7.6976,7.7378
2020,2020-01-23,5.9293,5.94,6.5723,6.5841,7.7334,7.7737
2020,2020-01-24,5.9152,5.9259,6.5585,6.5703,7.7552,7.7957
2020,2020-01-25,,,,,,
2020,2020-01-26,,,,,,
2020,2020-01-27,5.9288,5.9394,6.5473,6.5591,7.7616,7.8021
2020,2020-01-28,5.9371,5.9478,6.5471,6.5589,7.7541,7.7945
2020,2020-01-29,5.9334,5.9441,6.5369,6.5487,7.7133,7.7535
2020,2020-01-30,5.9405,5.9512,6.5371,6.5489,7.719,7.7592
2020,2020-01-31,5.9716,5.9824,6.5782,6.5901,7.7598,7.8002
2020,2020-02-01,,,,,,
2020,2020-02-02,,,,,,
2020,2020-02-03,5.9726,5.9833,6.5864,6.5983,7.8223,7.8631
2020,2020-02-04,5.9755,5.9863,6.6154,6.6273,7.8164,7.8571
